ID,NAME,ADDRESS,CITY,URL,PHONE,TYPE,ZIP
968,Queens Library - Flushing  (ALC),41-17 Main Street,Flushing,http://www.queenslibrary.org/,718-661-1200,Free,11355
969,Queens Library - Forest Hills,108-19 71 Avenue,Forest Hills,http://www.queenslibrary.org/,718-268-7934,Free,11375
970,Queens Library - Fresh Meadows,193-20 Horace Harding Expressway,Fresh Meadows,http://www.queenslibrary.org/,718-454-7272,Free,11365
972,Queens Library - Glendale,78-60 73 Place,Glendale,http://www.queenslibrary.org/,718-821-4980,Free,11385
973,Queens Library - Hillcrest,187-05 Union Turnpike,Flushing,http://www.queenslibrary.org/,718-454-2786,Free,11366
974,Queens Library - Hollis,202-05 Hillside Avenue,Hollis,http://www.queenslibrary.org/,718-465-7355,Free,11423
975,Queens Library - Howard Beach,92-06 156 Avenue,Howard Beach,http://www.queenslibrary.org/,718-641-7086,Free,11414
976,Queens Library - Kew Gardens Hills,72-33 Vleigh Place,Flushing,http://www.queenslibrary.org/,718-261-6654,Free,11367
977,Queens Library - Laurelton,134-26 225 Street,Laurelton,http://www.queenslibrary.org/,718-528-2822,Free,11413
978,Queens Library - Lefferts,103-34 Lefferts Boulevard,Richmond Hill,http://www.queenslibrary.org/,718-843-5950,Free,11419
979,Queens Library - Lefrak City,98-30 57 Avenue,Corona,http://www.queenslibrary.org/,718-592-7677,Free,11368
980,Queens Library - Maspeth,69-70 Grand Avenue,Maspeth,http://www.queenslibrary.org/,718-639-5228,Free,11378
981,Queens Library - McGoldrick,155-06 Roosevelt Avenue,Flushing,http://www.queenslibrary.org/,718-461-1616,Free,11354
982,Queens Library - Middle Village,72-31 Metropolitan Avenue,Middle Village,http://www.queenslibrary.org/,718-326-1390,Free,11379
983,Queens Library - Mitchell-Linden,29-42 Union Street,Flushing,http://www.queenslibrary.org/,718-539-2330,Free,11354
984,Queens Library - North Forest Park,98-27 Metropolitan Avenue,Forest Hills,http://www.queenslibrary.org/,718-261-5512,Free,11375
985,Queens Library - North Hills,57-04 Marathon Parkway,Little Neck,http://www.queenslibrary.org/,718-225-3550,Free,11362
678,Starbucks,1 Penn Plaza,New York,http://www.starbucks.com,212-760-3001,Fee-based,10001
679,Starbucks,370 7th Avenue,New York,http://www.starbucks.com,212-967-2041,Fee-based,10001
680,Starbucks,450 W. 33rd Street,New York,http://www.starbucks.com,212-563-0692,Fee-based,10001
681,Starbucks,424 Park Avenue South,New York,http://www.starbucks.com,212-725-0637,Fee-based,10016
682,Starbucks,261 Fifth Avenue,New York,http://www.starbucks.com,212-779-1557,Fee-based,10016
683,Starbucks,395 Third Avenue,New York,http://www.starbucks.com,212-686-2483,Fee-based,10016
684,Starbucks,776 Avenue of the Americas,New York,http://www.starbucks.com,212-481-1856,Fee-based,10001
685,Starbucks,2855 Broadway,New York,http://www.starbucks.com,212-280-7268,Fee-based,10025
686,Starbucks,750 6th Avenue,New York,http://www.starbucks.com,212-481-1856,Fee-based,10010
687,Starbucks,304 Park Avenue South,New York,http://www.starbucks.com,212-475-9025,Fee-based,10010
688,Starbucks,2929 Broadway,New York,http://www.starbucks.com,212-932-0300,Fee-based,10025
689,Starbucks,300 W 23rd St,New York,http://www.starbucks.com,646-638-1571,Fee-based,10011
690,Starbucks,296-300 Third Avenue,New York,http://www.starbucks.com,212-598-9858,Fee-based,10010
691,Starbucks,684 Avenue of the Americas,New York,http://www.starbucks.com,212-691-1948,Fee-based,10010
692,Starbucks,177 Eighth Avenue,New York,http://www.starbucks.com,212-414-8786,Fee-based,10011
693,Starbucks,41 Union Square West,New York,http://www.starbucks.com,646-336-6945,Fee-based,10003
694,Starbucks,77-83 West 125th Street,New York,http://www.starbucks.com,917-492-2454,Fee-based,10027
695,Starbucks,124 Eighth Avenue,New York,http://www.starbucks.com,212-462-2020,Fee-based,10011
696,Starbucks,286A First Avenue,New York,http://www.starbucks.com,212-353-1214,Fee-based,10009
1140,LaGuardia Airport - Hertz,Marine Air Terminal Building #22,Flushing,https://www.hertz.com/rentacar/index.jsp?bsc=t&targetPage=reservationOnHomepage.jsp,718-478-5300,Fee-based,11371
1142,McDonald's,169 Tillary St,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11201
1143,McDonald's,208 Varick Street,New York,http://www.mcdonalds.com/wireless.html,,Fee-based,10014
1144,McDonald's,US Air East End Terminal - LaGuardia,Flushing,http://www.mcdonalds.com/wireless.html,,Fee-based,11371
1145,McDonald's,British Air Terminal - JFK,Jamaica,http://www.mcdonalds.com/wireless.html,,Fee-based,11430
1146,McDonald's,599 E Tremont Ave,Bronx,http://www.mcdonalds.com/wireless.html,,Fee-based,10457
1147,McDonald's,2505 Southern Blvd,Bronx,http://www.mcdonalds.com/wireless.html,,Fee-based,10458
1148,McDonald's,372 E Fordham Rd,Bronx,http://www.mcdonalds.com/wireless.html,,Fee-based,10458
1149,McDonald's,36 W Fordham Rd,Bronx,http://www.mcdonalds.com/wireless.html,,Fee-based,10468
1150,McDonald's,875 Garrison Ave,Bronx,http://www.mcdonalds.com/wireless.html,,Fee-based,10474
1151,McDonald's,701 Utica Ave,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11203
1152,McDonald's,5707-13 Church Ave,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11203
1153,McDonald's,2797 Linden Blvd,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11208
1154,McDonald's,1133 Eastern Parkway,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11213
1155,McDonald's,Atlantic Terminal,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11217
1156,McDonald's,3525 Fort Hamilton Parkway,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11218
1157,McDonald's,1656 Utica Ave,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11234
1158,McDonald's,2240-50 Flatbush Ave.,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11234
1159,McDonald's,2028 Rockaway Parkway,Brooklyn,http://www.mcdonalds.com/wireless.html,,Fee-based,11236
1160,McDonald's,136-61 Roosevelt Ave,Flushing,http://www.mcdonalds.com/wireless.html,,Fee-based,11354
1161,McDonald's,166-01 Baisley Boulevard,Jamaica,http://www.mcdonalds.com/wireless.html,,Fee-based,11434
1162,McDonald's,33-80 Queens Blvd,Long Island City,http://www.mcdonalds.com/wireless.html,,Fee-based,11101
1163,McDonald's,69-35 Grand Ave,Maspeth,http://www.mcdonalds.com/wireless.html,,Fee-based,11378
1164,McDonald's,451 Lexington Avenue,New York,http://www.mcdonalds.com/wireless.html,,Fee-based,10017
1165,McDonald's,966 1st Avenue,New York,http://www.mcdonalds.com/wireless.html,,Fee-based,10022
1166,McDonald's,3794 Broadway,New York,http://www.mcdonalds.com/wireless.html,,Fee-based,10032
1167,McDonald's,1815 Forest Ave,Staten Island,http://www.mcdonalds.com/wireless.html,,Fee-based,10303
1169,Pomegranate Café,133 Greene Street,New York,,,Fee-based,10012
1170,Public Telephone,264 West 35th Street,New York,,,Fee-based,10001
986,Queens Library - Ozone Park,92-24 Rockaway Boulevard,Ozone Park,http://www.queenslibrary.org/,718-845-3127,Free,11417
987,Queens Library - Peninsula  (ALC),92-25 Rockaway Beach Boulevard,Rockaway Beach,http://www.queenslibrary.org/,718-634-1110,Free,11693
988,Queens Library - Pomonok,158-21 Jewel Avenue,Flushing,http://www.queenslibrary.org/,718-591-4343,Free,11365
989,Queens Library - Poppenhusen,121-23 14 Avenue,College Point,http://www.queenslibrary.org/,718-359-1102,Free,11356
990,Queens Library - Queens Village,94-11 217 Street,Queens Village,http://www.queenslibrary.org/,718-776-6800,Free,11428
991,Queens Library - Queensboro Hill,60-05 Main Street,Flushing,http://www.queenslibrary.org/,718-359-8332,Free,11355
992,Queens Library - Rego Park,91-41 63 Drive,Rego Park,http://www.queenslibrary.org/,718-459-5140,Free,11374
993,Queens Library - Richmond Hill,118-14 Hillside Avenue,Richmond Hill,http://www.queenslibrary.org/,718-849-7150,Free,11418
994,Queens Library - Ridgewood,20-12 Madison Street,Ridgewood,http://www.queenslibrary.org/,718-821-4770,Free,11385
995,Queens Library - Rochdale Village  (ALC),169-09 137 Avenue,Jamaica,http://www.queenslibrary.org/,718-723-4440,Free,11434
996,Queens Library - Rosedale,144-20 243 Street,Rosedale,http://www.queenslibrary.org/,718-528-8490,Free,11422
997,Queens Library - Seaside,116-15 Rockaway Beach Boulevard,Rockaway Park,http://www.queenslibrary.org/,718-634-1876,Free,11694
998,Queens Library - South Hollis,204-01 Hollis Avenue,South Hollis,http://www.queenslibrary.org/,718-465-6779,Free,11412
345,McDonald's,216-07 LINDEN BLVD,Cambria Heights,http://www.mcdonalds.com/wireless.html,,Fee-based,11411
346,McDonald's,32-55 31ST STREET,Long Island City,http://www.mcdonalds.com/wireless.html,,Fee-based,11106
347,McDonald's,22 50 31ST ST,Astoria,http://www.mcdonalds.com/wireless.html,,Fee-based,11105
348,McDonald's,31-46 21ST ST,Long Island City,http://www.mcdonalds.com/wireless.html,,Fee-based,11106
349,Starbucks,101-102 Queens Boulevard,Elmhurst,http://www.starbucks.com,,Fee-based,11375
350,Starbucks,51-06 Northern Blvd,Woodside,http://www.starbucks.com,,Fee-based,11377
351,Starbucks,31-44 Steinway Street,Astoria,http://www.starbucks.com,,Fee-based,11103
352,Starbucks,3711 35th Avenue,Astoria,http://www.starbucks.com,,Fee-based,11101
353,Starbucks,7000 Austin Street,Forest Hills,http://www.starbucks.com,,Fee-based,11375
354,Starbucks,8989 Union Turnpike,Glendale,http://www.starbucks.com,,Fee-based,11375
355,Starbucks,107-12 Continental Avenue,Flushing,http://www.starbucks.com,,Fee-based,11375
356,Starbucks,22-04 31st Avenue,Astoria,http://www.starbucks.com,,Fee-based,11106
357,Starbucks,41-02 Main Street,Flushing,http://www.starbucks.com,,Fee-based,11355
358,McDonald's,803 Forest Ave,Staten Island,http://www.mcdonalds.com/wireless.html,,Fee-based,10310
359,McDonald's,3267 Richmond Ave,Staten Island,http://www.mcdonalds.com/wireless.html,,Fee-based,10312
360,McDonald's,501 Bay St,Staten Island,http://www.mcdonalds.com/wireless.html,,Fee-based,10304
361,McDonald's,2795 Richmond Ave,Staten Island,http://www.mcdonalds.com/wireless.html,,Fee-based,10314
362,Starbucks,2505 Richmond Avenue,Staten Island,http://www.starbucks.com,,Fee-based,10314
364,Starbucks,2530 Hylan Boulevard,Staten Island,http://www.starbucks.com,,Fee-based,10306
365,Starbucks,2070 Victory Blvd,Staten Island,http://www.starbucks.com,,Fee-based,10314
366,The UPS Store,150 L Greaves Lane,Staten Island,http://www.theupsstore.com/,,Fee-based,10308
367,The UPS Store,1652 Richmond Ave,Staten Island,http://www.theupsstore.com/,,Fee-based,10314
368,The UPS Store,1351 Forest Ave,Staten Island,http://www.theupsstore.com/,,Fee-based,10302
369,11 Broadway,11 Broadway,New York,,877-353-3377,Fee-based,10004
370,17 State Street,17 State Street,New York,,877-353-3377,Fee-based,10004
371,21NYC.com,159 West 25th Street,New York,,,Fee-based,10001
372,6 Time Square,1466 Broadway,New York,,877-353-3377,Fee-based,10036
373,7 West 31St Street,7 West 31St Street,New York,,877-353-3377,Fee-based,10001
374,875 Third Avenue Atrium,875 3rd Avenue,New York,,212-832-3409,Fee-based,10022
375,Active-Beauty.com,Broadway & Prince,New York,,917-206-4912,Fee-based,10012
376,Alfredo of Rome at Rockefeller,4 West 49th Street,New York,,212-397-0100,Fee-based,10020
377,Atrium Cafe,25 Union Square,New York,,212-924-3331,Fee-based,10003
378,Avis,217 E 43rd St,New York,http://www.avis.com,212-593-8350,Fee-based,10017
379,Avis of West 76th Street,216 West 76th Street,New York,,,Fee-based,10023
380,Bagel Deluxe,80 Lafayette Street,New York,,,Fee-based,10013
381,Balsley Park,West 57th Street & 9th Avenue,New York,,516-298-2969,Fee-based,10019
392,Basics Coffee,786 9th Avenue,New York,,212-541-5614,Fee-based,10019
393,Bean Coffee House,473 Amsterdam Avenue,New York,,917-441-4141,Fee-based,10024
394,Belly Deli,1625 Broadway,New York,,212-333-5650,Fee-based,10019
395,Cest Bon Café,11 E 55th Street,New York,,212-319-6680,Fee-based,10022
396,Borders,10 Columbus Circle,New York,http://www.borders.com,212-823-9775,Fee-based,10019
397,Borders,461 Park Avenue South,New York,http://www.borders.com,212-980-6785,Fee-based,10016
398,Borders,550 Second Avenue,New York,http://www.borders.com,212-685-3938,Fee-based,10016
399,Borders,100 Broadway,New York,http://www.borders.com,212-964-1988,Fee-based,10005
400,Buchmann Tower,680 Fifth Avenue,New York,,,Fee-based,10019
401,Cafe 39,62 W 39th Street,New York,,,Fee-based,10018
402,Cafe 7 Lounge,4710 Broadway,New York,,,Fee-based,10040
403,Cafe Duke II,1450 Broadway,New York,,212-354-4558,Fee-based,10018
404,Cafe Duke,545 Broadway,New York,,212-982-5700,Fee-based,10012
405,Cafe Exchange,49 Broadway,New York,,212-425-5000,Fee-based,10006
406,Swish Cafe and Shabu Shabu,88 West 3rd Street,New York,,212-777-8808,Fee-based,10012
407,Cybercafe Times Square,250 West 49th Street,New York,http://www.cyber-cafe.com,212-333-4109,Fee-based,10019
408,Cafe World,50 Trinity Place,New York,,,Fee-based,10006
411,Civic Deli,111 Worth Street,New York,,212-619-2720,Fee-based,10013
432,Davidoff Columbus Circle,10 Columbus Circle,New York,,212-823-6383,Fee-based,10019
433,Deli News,94 Fulton Street,New York,,212-566-6771,Fee-based,10038
434,Delmanico,375 Lexington Ave,New York,,212-661-1929,Fee-based,10017
435,Emmas Deli,270 Park Avenue South,New York,,212-777-0222,Fee-based,10010
436,Empire State Building,350 5th Ave,New York,,,Fee-based,10001
437,Fedex Kinko's,1122 Lexington Avenue,New York,http://www.FedexKinkos.com,212-628-5500,Fee-based,10021
437,Fedex Kinko's,1122 Lexington Avenue,New York,http://www.FedexKinkos.com,212-628-5500,Fee-based,10021
438,Fedex Kinko's,221 West 72nd Street,New York,http://www.FedexKinkos.com,212-362-5288,Fee-based,10023
438,Fedex Kinko's,221 West 72nd Street,New York,http://www.FedexKinkos.com,212-362-5288,Fee-based,10023
439,Fedex Kinko's,240 Central Park South,New York,http://www.FedexKinkos.com,212-258-3750,Fee-based,10019
439,Fedex Kinko's,240 Central Park South,New York,http://www.FedexKinkos.com,212-258-3750,Fee-based,10019
440,Fedex Kinko's,233 West 54th Street,New York,http://www.FedexKinkos.com,212-977-2679,Fee-based,10019
440,Fedex Kinko's,233 West 54th Street,New York,http://www.FedexKinkos.com,212-977-2679,Fee-based,10019
441,Fedex Kinko's,641 Lexington Avenue,New York,http://www.FedexKinkos.com,212-572-9995,Fee-based,10022
441,Fedex Kinko's,641 Lexington Avenue,New York,http://www.FedexKinkos.com,212-572-9995,Fee-based,10022
442,Fedex Kinko's,153 East 53rd Street,New York,http://www.FedexKinkos.com,212-753-7580,Fee-based,10022
442,Fedex Kinko's,153 East 53rd Street,New York,http://www.FedexKinkos.com,212-753-7580,Fee-based,10022
443,Fedex Kinko's,650 Avenue of the Americas,New York,http://www.FedexKinkos.com,646-638-9238,Fee-based,10011
443,Fedex Kinko's,650 Avenue of the Americas,New York,http://www.FedexKinkos.com,646-638-9238,Fee-based,10011
444,Fedex Kinko's,16 East 52nd Street,New York,http://www.FedexKinkos.com,212-308-2679,Fee-based,10022
444,Fedex Kinko's,16 East 52nd Street,New York,http://www.FedexKinkos.com,212-308-2679,Fee-based,10022
445,Fedex Kinko's,1211 Avenue Of Americas,New York,http://www.FedexKinkos.com,212-391-2679,Fee-based,10036
445,Fedex Kinko's,1211 Avenue Of Americas,New York,http://www.FedexKinkos.com,212-391-2679,Fee-based,10036
446,Fedex Kinko's,257 Park Avenue South,New York,http://www.FedexKinkos.com,646-602-0074,Fee-based,10010
446,Fedex Kinko's,257 Park Avenue South,New York,http://www.FedexKinkos.com,646-602-0074,Fee-based,10010
447,Fedex Kinko's,747 3rd Ave,New York,http://www.FedexKinkos.com,212-753-7778,Fee-based,10017
447,Fedex Kinko's,747 3rd Ave,New York,http://www.FedexKinkos.com,212-753-7778,Fee-based,10017
448,Fedex Kinko's,71 Vanderbilt Street,New York,http://www.FedexKinkos.com,212-949-2534,Fee-based,10017
448,Fedex Kinko's,71 Vanderbilt Street,New York,http://www.FedexKinkos.com,212-949-2534,Fee-based,10017
449,Fedex Kinko's,305 East 46th Street,New York,http://www.FedexKinkos.com,212-319-6600,Fee-based,10017
449,Fedex Kinko's,305 East 46th Street,New York,http://www.FedexKinkos.com,212-319-6600,Fee-based,10017
450,Fedex Kinko's,60 West 40th Street,New York,http://www.FedexKinkos.com,212-921-1060,Fee-based,10018
450,Fedex Kinko's,60 West 40th Street,New York,http://www.FedexKinkos.com,212-921-1060,Fee-based,10018
451,Fedex Kinko's,600 3rd Avenue,New York,http://www.FedexKinkos.com,212-599-2679,Fee-based,10016
451,Fedex Kinko's,600 3rd Avenue,New York,http://www.FedexKinkos.com,212-599-2679,Fee-based,10016
452,Fedex Kinko's,245 Seventh Avenue,New York,http://www.FedexKinkos.com,212-929-0623,Fee-based,10001
452,Fedex Kinko's,245 Seventh Avenue,New York,http://www.FedexKinkos.com,212-929-0623,Fee-based,10001
453,Fedex Kinko's,500 7th Avenue,New York,http://www.FedexKinkos.com,646-366-9166,Fee-based,10018
453,Fedex Kinko's,500 7th Avenue,New York,http://www.FedexKinkos.com,646-366-9166,Fee-based,10018
454,Fedex Kinko's,191 Madison Avenue,New York,http://www.FedexKinkos.com,212-685-3449,Fee-based,10016
454,Fedex Kinko's,191 Madison Avenue,New York,http://www.FedexKinkos.com,212-685-3449,Fee-based,10016
455,Fedex Kinko's,350 Fifth Avenue,New York,http://www.FedexKinkos.com,212-279-3556,Fee-based,10001
455,Fedex Kinko's,350 Fifth Avenue,New York,http://www.FedexKinkos.com,212-279-3556,Fee-based,10001
456,Fedex Kinko's,250 East Houston Street,New York,http://www.FedexKinkos.com,212-253-9020,Fee-based,10002
456,Fedex Kinko's,250 East Houston Street,New York,http://www.FedexKinkos.com,212-253-9020,Fee-based,10002
457,Fedex Kinko's,105 Duane Street,New York,http://www.FedexKinkos.com,212-406-1220,Fee-based,10007
457,Fedex Kinko's,105 Duane Street,New York,http://www.FedexKinkos.com,212-406-1220,Fee-based,10007
458,Fedex Kinko's,100 Wall Street,New York,http://www.FedexKinkos.com,212-269-0024,Fee-based,10005
458,Fedex Kinko's,100 Wall Street,New York,http://www.FedexKinkos.com,212-269-0024,Fee-based,10005
459,Fedex Kinko's,21 Astor Place,New York,http://www.FedexKinkos.com,212-228-9511,Fee-based,10003
459,Fedex Kinko's,21 Astor Place,New York,http://www.FedexKinkos.com,212-228-9511,Fee-based,10003
460,Flat Iron,10 West 18th Street,New York,,212-352-9333,Fee-based,10011
461,Food Expo,833B 2nd Avenue,New York,,212-983-5482,Fee-based,10017
462,Food Works,10 W. 18th Street,New York,,212-352-9333,Fee-based,10011
463,Smilers 707,707 Lexington Ave,New York,,212-980-0890,Fee-based,10022
465,Grand Central Station,42nd St & Park Ave,New York,http://www.grandcentralterminal.com/,516-298-2969,Fee-based,10017
466,Happy Shabu Shabu & Cafe,54 Canal Street,New York,,,Fee-based,10002
467,Happy Times,377 5th Ave,New York,,,Fee-based,10016
468,HotZone,Columbus Circle,New York,,,Fee-based,10023
469,Howard Grand Corp,307 W Broadway,New York,,212-226-3030,Fee-based,10013
470,Internet Cafe NYC,17 John Street,New York,,212-217-6043,Fee-based,10038
471,Jazz on the Park,36 W 106th Street,New York,,,Fee-based,10025
472,Juan Valdez NYC,140 East 57th Street,New York,,,Fee-based,10022
473,Klatch,9 Maiden Lane,New York,,212-227-7276,Fee-based,10038
474,Kudos Beans,49 1/2 First Ave,New York,,,Fee-based,10003
475,Lava Gina Lounge,116 Avenue C,New York,,,Fee-based,10009
476,Lemast's Deli,400 Broome Street,New York,,212-965-0219,Fee-based,10013
477,Lenny's,1024 2nd Avenue,New York,http://www.lennysnyc.com/,212-355-5700,Fee-based,10022
478,Lennys,489 Columbus Ave,New York,http://www.lennysnyc.com/,212-787-9368,Fee-based,10024
479,Little Park,1250 Broadway,New York,,877-353-3377,Fee-based,10001
480,Log-on Cafe,41 E. 30th St.,New York,,,Fee-based,10016
481,Mail Boxes Etc,1173 Second Ave,New York,http://www.mbe.com,,Fee-based,10021
481,Mail Boxes Etc,1173 Second Ave,New York,http://www.mbe.com,,Fee-based,10021
482,McDonalds,317 Broadway,New York,http://www.mcdonalds.com/wireless.html,212-577-9702,Fee-based,10007
483,McDonalds,160 Broadway,New York,http://www.mcdonalds.com/wireless.html,,Fee-based,10038
